Longitude,Latitude,Name
-81.40271,28.31821,"Wawa 5104 (24, Gas, Diesel)"
-81.397075,28.463675,"Wawa 5105 (24, Gas, Diesel)"
-81.974659,28.097857,"Wawa 5106 (24, Gas, Diesel)"
-82.426912,28.053169,"Wawa 5107 (24, Gas, Diesel)"
-82.717684,28.281027,"Wawa 5108 (24, Gas, Diesel)"
-82.677712,28.280433,"Wawa 5109 (24, Gas, Diesel)"
-82.677124,27.845741,"Wawa 5110 (24, Gas, Diesel)"
-81.310811,28.573628,"Wawa 5111 (24, Gas, Diesel)"
-81.468898,28.654559,"Wawa 5112 (24, Gas, Diesel)"
-81.278077,28.568694,"Wawa 5113 (24, Gas, Diesel)"
-82.36031,27.98097,"Wawa 5114 (24, Gas, Diesel)"
-82.736993,28.217386,"Wawa 5115 (24, Gas, Diesel)"
-81.483464,28.341559,"Wawa 5116 (24, Gas, Diesel)"
-81.308771,28.732038,"Wawa 5117 (24, Gas, Diesel)"
-81.207983,28.627102,"Wawa 5118 (24, Gas, Diesel)"
-81.64452,28.34693,"Wawa 5119 (24, Gas, Diesel)"
-81.687815,28.378632,"Wawa 5121 (24, Gas, Diesel)"
-82.505076,27.949037,"Wawa 5122 (24, Gas, Diesel)"
-81.256589,28.246297,"Wawa 5123 (24, Gas, Diesel)"
-81.482427,28.25509,"Wawa 5124 (24, Gas, Diesel)"
-82.679702,27.828699,"Wawa 5125 (24, Gas, Diesel)"
-81.730227,28.008238,"Wawa 5126 (24, Gas, Diesel)"
-82.360438,27.964505,"Wawa 5127 (24, Gas, Diesel)"
-81.333826,28.683554,"Wawa 5128 (24, Gas, Diesel)"
-82.770495,27.814631,"Wawa 5129 (24, Gas, Diesel)"
-81.344963,28.524178,"Wawa 5130 (24, Gas, Diesel)"
-81.289432,28.515908,"Wawa 5131 (24, Gas, Diesel)"
-81.376168,28.380932,"Wawa 5132 (24, Gas, Diesel)"
-82.335843,27.8936,"Wawa 5133 (24, Gas, Diesel)"
-81.365295,28.605009,"Wawa 5135 (24, Gas, Diesel)"
-81.310183,28.47008,"Wawa 5136 (24, Gas, Diesel)"
-81.404249,28.441229,"Wawa 5138 (24, Gas, Diesel)"
-82.542831,28.024541,"Wawa 5139 (24, Gas, Diesel)"
-81.52138,28.679559,"Wawa 5140 (24, Gas, Diesel)"
-82.76302,27.893969,"Wawa 5141 (24, Gas, Diesel)"
-81.168827,28.565303,"Wawa 5142 (24, Gas, Diesel)"
-81.457626,28.305168,"Wawa 5143 (24, Gas, Diesel)"
-81.741257,28.542331,"Wawa 5144 (24, Gas, Diesel)"
-81.218059,28.597553,"Wawa 5145 (24, Gas, Diesel)"
-82.372952,27.99633,"Wawa 5146 (24, Gas, Diesel)"
-82.815498,27.879947,"Wawa 5147 (24, Gas, Diesel)"
-82.680464,27.805487,"Wawa 5148 (24, Gas, Diesel)"
-82.728646,27.915464,"Wawa 5149 (24, Gas, Diesel)"
-81.396624,28.552418,"Wawa 5150 (24, Gas, Diesel)"
-82.245345,27.894018,"Wawa 5151 (24, Gas, Diesel)"
-82.235863,27.93821,"Wawa 5152 (24, Gas, Diesel)"
-81.334439,28.553387,"Wawa 5153 (24, Gas, Diesel)"
-82.452932,28.088035,"Wawa 5154 (24, Gas, Diesel)"
-81.403855,28.390316,"Wawa 5155 (24, Gas, Diesel)"
-81.344836,28.697579,"Wawa 5156 (24, Gas, Diesel)"
-81.376421,28.508808,"Wawa 5157 (24, Gas, Diesel)"
-81.297458,28.786378,"Wawa 5158 (24, Gas, Diesel)"
-82.666706,27.79196,"Wawa 5159 (24, Gas, Diesel)"
-81.466583,28.449763,"Wawa 5160 (24, Gas, Diesel)"
-81.199967,28.56607,"Wawa 5161 (24, Gas, Diesel)"
-82.151773,28.025934,"Wawa 5162 (24, Gas, Diesel)"
-82.749429,27.960451,"Wawa 5163 (24, Gas, Diesel)"
-81.416327,28.610197,"Wawa 5164 (24, Gas, Diesel)"
-82.562839,27.493929,"Wawa 5165 (24, Gas, Diesel)"
-81.604812,28.346153,"Wawa 5166 (24, Gas, Diesel)"
-82.326747,27.858889,"Wawa 5167 (24, Gas, Diesel)"
-81.86427,26.596347,"Wawa 5168 (24, Gas, Diesel)"
-81.870948,26.557701,"Wawa 5169 (24, Gas, Diesel)"
-81.940376,26.667035,"Wawa 5170 (24, Gas, Diesel)"
-81.295338,28.917072,"Wawa 5171 (24, Gas, Diesel)"
-81.002689,29.129593,"Wawa 5172 (24, Gas, Diesel)"
-81.026027,29.109785,"Wawa 5173 (24, Gas, Diesel)"
-81.244352,28.386235,"Wawa 5174 (24, Gas, Diesel)"
-82.334009,27.796836,"Wawa 5175 (24, Gas, Diesel)"
-82.788273,27.928743,"Wawa 5176 (24, Gas, Diesel)"
-82.575819,27.447441,"Wawa 5177 (24, Gas, Diesel)"
-82.508327,27.499054,"Wawa 5178 (24, Gas, Diesel)"
-81.420565,28.665925,"Wawa 5179 (24, Gas, Diesel)"
-82.73964,28.181519,"Wawa 5181 (24, Gas, Diesel)"
-81.247593,28.479073,"Wawa 5182 (24, Gas, Diesel)"
-82.439279,27.996158,"Wawa 5183 (24, Gas, Diesel)"
-82.513411,28.532879,"Wawa 5184 (24, Gas, Diesel)"
-82.394644,27.431299,"Wawa 5185 (24, Gas, Diesel)"
-81.346041,28.663112,"Wawa 5186 (24, Gas, Diesel)"
-81.233991,28.349793,"Wawa 5187 (24, Gas, Diesel)"
-80.671536,28.201508,"Wawa 5190 (24, Gas, Diesel)"
-80.674014,28.078644,"Wawa 5192 (24, Gas, Diesel)"
-80.153155,26.274983,"Wawa 5195 (24, Gas, Diesel)"
-81.583907,28.551471,"Wawa 5210 (24, Gas, Diesel)"
-82.405718,27.049565,"Wawa 5216 (24, Gas, Diesel)"
-81.64891,28.228884,"Wawa 5230 (24, Gas, Diesel)"
-82.715872,27.781378,"Wawa 5241 (24, Gas, Diesel)"
-80.119448,26.317141,"Wawa 5242 (24, Gas, Diesel)"
-80.742162,28.355385,"Wawa 5265 (24, Gas, Diesel)"
-80.699868,28.120239,"Wawa 5283 (24, Gas, Diesel)"
-81.02308,29.209652,"Wawa 5287 (24, Gas, Diesel)"
-75.395313,40.635784,"Wawa 8001 (24, Gas, Diesel)"
-75.405849,40.127334,"Wawa 8003 (24, Gas)"
-74.849624,40.159008,"Wawa 8004 (24, Gas, Diesel)"
-75.546481,40.214982,"Wawa 8005 (24, Gas, Diesel)"
-75.090255,40.055595,"Wawa 8006 (24, Gas, Diesel)"
-75.282714,39.90423,"Wawa 8007 (24, Gas, Diesel)"
-75.304386,40.320185,"Wawa 8008 (24, Gas, Diesel)"
-75.055976,40.029915,Wawa 8009 (24)
-75.975233,40.305966,"Wawa 8010 (24, Gas, Diesel)"
-75.763054,39.993565,"Wawa 8011 (24, Gas, Diesel)"
-75.118665,39.977241,"Wawa 8013 (24, Gas)"
-75.50001,40.650889,"Wawa 8014 (24, Gas)"
-75.679216,39.863741,"Wawa 8015 (24, Gas, Diesel)"
-75.255162,40.269605,"Wawa 8018 (24, Gas, Diesel)"
-75.458967,40.177226,"Wawa 8019 (24, Gas, Diesel)"
-74.870704,40.179367,"Wawa 8020 (24, Gas)"
-75.414051,40.436283,"Wawa 8021 (24, Gas, Diesel)"
-75.090154,40.243362,"Wawa 8022 (24, Gas, Diesel)"
-75.536923,40.132146,"Wawa 8024 (24, Gas)"
-76.019865,39.990158,"Wawa 8025 (24, Gas, Diesel)"
-75.095744,41.05441,"Wawa 8026 (24, Gas, Diesel)"
-75.427419,39.865323,"Wawa 8027 (24, Gas, Diesel)"
-75.023532,40.077415,"Wawa 8030 (24, Gas)"
-75.248129,40.680553,"Wawa 8032 (24, Gas, Diesel)"
-75.663008,40.048762,"Wawa 8033 (24, Gas, Diesel)"
-75.292456,40.16572,"Wawa 8034 (24, Gas)"
-74.976137,40.095879,"Wawa 8035 (24, Gas)"
-75.348144,40.644076,"Wawa 8036 (24, Gas, Diesel)"
-75.360771,40.622516,"Wawa 8037 (24, Gas, Diesel)"
-75.529256,40.231777,"Wawa 8038 (24, Gas, Diesel)"
-75.614824,40.244054,"Wawa 8040 (24, Gas, Diesel)"
-75.393494,39.876303,"Wawa 8042 (24, Gas, Diesel)"
-75.369151,40.45956,"Wawa 8044 (24, Gas)"
-75.527154,39.967344,"Wawa 8045 (24, Gas, Diesel)"
-75.2898,40.719201,"Wawa 8046 (24, Gas, Diesel)"
-75.023596,40.111369,"Wawa 8047 (24, Gas, Diesel)"
-75.329783,39.88397,"Wawa 8048 (24, Gas, Diesel)"
-75.223743,40.040598,"Wawa 8049 (24, Gas)"
-75.320463,40.263019,"Wawa 8050 (24, Gas)"
-76.009486,40.564139,"Wawa 8051 (24, Gas, Diesel)"
-75.05744,40.040245,"Wawa 8052 (24, Gas, Diesel)"
-75.242121,39.891279,"Wawa 8053 (24, Gas, Diesel)"
-75.046122,40.086223,"Wawa 8054 (24, Gas, Diesel)"
-75.096255,40.204701,"Wawa 8055 (24, Gas, Diesel)"
-75.284026,40.297799,"Wawa 8056 (24, Gas, Diesel)"
-75.059129,40.120283,"Wawa 8057 (24, Gas, Diesel)"
-75.365,40.093973,"Wawa 8058 (24, Gas, Diesel)"
-75.443245,39.84942,"Wawa 8059 (24, Gas, Diesel)"
-75.17204,40.139316,"Wawa 8060 (24, Gas, Diesel)"
-75.389108,40.141062,"Wawa 8061 (24, Gas, Diesel)"
-75.452764,40.133219,"Wawa 8062 (24, Gas, Diesel)"
-75.116027,40.144538,"Wawa 8063 (24, Gas, Diesel)"
-75.005445,40.068293,"Wawa 8064 (24, Gas, Diesel)"
-75.088348,39.997365,"Wawa 8065 (24, Gas, Diesel)"
-75.125032,40.105611,"Wawa 8066 (24, Gas, Diesel)"
-75.631682,40.309135,"Wawa 8067 (24, Gas, Diesel)"
-75.576301,39.967679,"Wawa 8068 (24, Gas, Diesel)"
-75.163959,39.949026,Wawa 8069 (24)
-74.963462,40.125301,"Wawa 8072 (24, Gas, Diesel)"
-75.78966,40.008293,Wawa 8094
-75.177988,39.945367,Wawa 8105
-75.158414,39.952167,Wawa 8112
-75.16203,39.950404,Wawa 8113
-75.16203,39.950404,Wawa 8119
-74.734455,39.970785,"Wawa 8300 (24, Gas)"
-74.35075,40.850062,"Wawa 8302 (24, Gas)"
-74.077387,40.224956,"Wawa 8303 (24, Gas, Diesel)"
-74.952481,40.016673,"Wawa 8304 (24, Gas, Diesel)"
-75.240765,39.821725,"Wawa 8305 (24, Gas, Diesel)"
-74.066594,40.415381,"Wawa 8306 (24, Gas, Diesel)"
-74.155531,39.953174,"Wawa 8307 (24, Gas, Diesel)"
-75.265931,39.689318,"Wawa 8308 (24, Gas)"
-74.253911,39.759142,"Wawa 8309 (24, Gas)"
-74.929054,39.791226,"Wawa 8310 (24, Gas)"
-74.974367,39.906202,"Wawa 8311 (24, Gas)"
-75.141819,40.675382,"Wawa 8313 (24, Gas)"
-74.852706,40.07152,"Wawa 8314 (24, Gas, Diesel)"
-74.30774,40.37873,"Wawa 8315 (24, Gas)"
-74.986185,39.949986,"Wawa 8316 (24, Gas, Diesel)"
-74.297459,40.536122,"Wawa 8317 (24, Gas, Diesel)"
-74.136504,40.749069,"Wawa 8318 (24, Gas)"
-74.210713,40.049168,"Wawa 8319 (24, Gas, Diesel)"
-74.199493,40.672921,"Wawa 8320 (24, Gas, Diesel)"
-74.921662,39.965455,"Wawa 8321 (24, Gas, Diesel)"
-74.79625,39.012346,"Wawa 8322 (24, Gas)"
-74.287753,40.576402,"Wawa 8323 (24, Gas, Diesel)"
-74.600253,39.309963,"Wawa 8324 (24, Gas, Diesel)"
-75.027869,39.949133,"Wawa 8325 (24, Gas, Diesel)"
-74.073249,40.89193,"Wawa 8326 (24, Gas, Diesel)"
-75.113043,39.719023,"Wawa 8327 (24, Gas, Diesel)"
-74.300788,40.139906,"Wawa 8328 (24, Gas, Diesel)"
-74.026486,40.209413,"Wawa 8329 (24, Gas)"
-74.471035,40.267418,"Wawa 8330 (24, Gas, Diesel)"
-74.659087,40.3421,Wawa 8331 (24)
-75.497595,39.675443,"Wawa 8332 (24, Gas Diesel)"
-74.555797,39.398675,"Wawa 8333 (24, Gas, Diesel)"
-74.932,39.894,"Wawa 8334 (24, Gas, Diesel)"
-74.118429,40.880603,"Wawa 8335 (24, Gas, Diesel)"
-75.048425,39.936588,"Wawa 8336 (24, Gas, Diesel)"
-74.968635,39.943724,"Wawa 8337 (24, Gas, Diesel)"
-74.03611,40.862522,"Wawa 8338 (24, Gas, Diesel)"
-74.707502,40.273669,"Wawa 8339 (24, Gas, Diesel)"
-75.055707,39.881957,"Wawa 8340 (24, Gas, Diesel)"
-74.645472,40.175423,"Wawa 8342 (24, Gas, Diesel)"
-74.665162,40.228382,"Wawa 8357 (24, Gas, Diesel)"
-74.291012,40.59568,Wawa 8389
-75.008908,39.941389,Wawa 8403
-75.148608,39.566246,Wawa 8403
-76.383767,39.503337,"Wawa 8500 (24, Gas)"
-76.826159,39.456019,"Wawa 8501 (24, Gas, Diesel)"
-76.535371,39.287481,"Wawa 8502 (24, Gas, Diesel)"
-76.615396,39.18016,"Wawa 8503 (24, Gas, Diesel)"
-76.673228,39.24652,"Wawa 8504 (24, Gas, Diesel)"
-77.400863,39.381615,"Wawa 8505 (24, Gas, Diesel)"
-76.636444,39.466051,"Wawa 8506 (24, Gas, Diesel)"
-76.649045,39.141646,"Wawa 8507 (24, Gas, Diesel)"
-76.575239,39.396762,Wawa 8510
-77.531188,37.537644,"Wawa 8600 (24, Gas, Diesel)"
-77.404269,37.649463,"Wawa 8602 (24, Gas, Diesel)"
-77.531451,37.625474,"Wawa 8603 (24, Gas, Diesel)"
-76.242218,36.914123,"Wawa 8604 (24, Gas, Diesel)"
-77.328928,37.524512,"Wawa 8605 (24, Gas)"
-76.318132,36.927,"Wawa 8606 (24, Gas, Diesel)"
-77.461762,37.686958,"Wawa 8607 (24, Gas, Diesel)"
-76.021698,36.842954,"Wawa 8608 (24, Gas, Diesel)"
-76.179441,36.88576,"Wawa 8609 (24, Gas, Diesel)"
-76.359714,36.810638,"Wawa 8612 (24, Gas)"
-76.224937,36.657953,"Wawa 8613 (24, Gas, Diesel)"
-77.589929,37.648545,"Wawa 8615 (24, Gas)"
-77.506724,38.225843,"Wawa 8617 (24, Gas, Diesel)"
-76.167887,36.794472,"Wawa 8618 (24, Gas, Diesel)"
-77.808759,38.71672,"Wawa 8622 (24, Gas, Diesel)"
-77.698802,37.513071,"Wawa 8623 (24, Gas, Diesel)"
-77.383632,37.254321,"Wawa 8624 (24, Gas, Diesel)"
-77.583085,37.44244,"Wawa 8625 (24, Gas, Diesel)"
-77.34916,37.512112,"Wawa 8626 (24, Gas, Diesel)"
-77.496477,38.344096,"Wawa 8627 (24, Gas, Diesel)"
-76.22628,36.897096,"Wawa 8628 (24, Gas, Diesel)"
-76.409513,37.036338,"Wawa 8629 (24, Gas, Diesel)"
-77.492729,37.591984,"Wawa 8630 (24, Gas, Diesel)"
-76.492595,37.100383,"Wawa 8631 (24, Gas, Diesel)"
-76.226084,36.742722,"Wawa 8632 (24, Gas, Diesel)"
-76.245682,36.863336,"Wawa 8633 (24, Gas, Diesel)"
-77.328445,37.613597,"Wawa 8634 (24, Gas, Diesel)"
-77.376609,37.562052,"Wawa 8635 (24, Gas, Diesel)"
-76.34026,36.829328,"Wawa 8636 (24, Gas, Diesel)"
-76.582096,36.777691,"Wawa 8638 (24, Gas, Diesel)"
-77.42569,38.914162,"Wawa 8639 (24, Gas, Diesel)"
-76.440159,37.021937,"Wawa 8641 (24, Gas, Diesel)"
-75.550268,39.824244,Wawa 872
