longitude,latitude,type,address,city,state,zip
-77.37,40.5828,Sheetz,24578 Route 35 N, Mifflintown,PA,17059
-77.4789,41.1147,Sheetz,288 Hogan Blvd, Mill Hall,PA,17751
-79.9219,40.2,Sheetz,111 E Main St, Monongahela,PA,15063
-79.7689,40.3978,Sheetz,2100 Mosside Blvd, Monroeville,PA,15146
-79.7742,40.4378,Sheetz,3954 William Penn Hwy, Monroeville,PA,15146
-79.7325,40.4347,Sheetz,4723 William Penn Highway, Monroeville,PA,15146
-80.2225,40.5028,Sheetz,9002 University Blvd, Moon Township,PA,15108
-75.8739,40.1553,Sheetz,3830 Main St, Morgantown,PA,19543
-77.8828,40.3869,Sheetz,201 N Jefferson St, Mount Union,PA,17066
-77.19,40.1208,Sheetz,420 N Baltimore Ave, Mt Holly Springs,PA,17065
-76.4519,40.1119,Sheetz,1555 E Main St, Mt Joy,PA,17552
-79.5364053,40.1573176,Sheetz,6272 State Route 819, Mt Pleasant,PA,15666
-76.7619,41.2131,Sheetz,45 Muncy Creek Blvd, Muncy,PA,17756
-79.6667,40.4239,Sheetz,4701 William Penn Hwy, Murrysville,PA,15668
-78.8372,40.45,Sheetz,115 Pace St, Nanty Glo,PA,15943
-79.731956,40.618896,Sheetz,1002 California Ave, Natrona Heights,PA,15065
-79.4214,40.3983,Sheetz,8299 Route 22, New Alexandria,PA,15670
-80.3978,41.0139,Sheetz,2604 West State St, New Castle,PA,16101
-80.2664,40.9742,Sheetz,3208 Us 422, New Castle,PA,16101
-80.3594,41.0647,Sheetz,3450 Wilmington Rd, New Castle,PA,16105
-76.1125,40.0939,Sheetz,698 W Main St, New Holland,PA,17557
-79.7589,40.555,Sheetz,325 Freeport St, New Kensington,PA,15068
-77.028254,39.871217,Sheetz,6100 York Road, New Oxford,PA,17350
-79.6094,40.2186,Sheetz,205 N Center Ave, New Stanton,PA,15672
-77.3658,40.1394,Sheetz,3299 Ritner Highway, Newville,PA,17241
-79.6839,40.3161,Sheetz,101 Ronda Court, North Huntingdon,PA,15642
-79.765,40.3456,Sheetz,13700 Rt 30, North Huntingdon,PA,15642
-79.1519,41.8789,Sheetz,2425 Market Street, North Warren,PA,16365
-78.7828,40.66,Sheetz,4025 Crawford Ave, Northern Cambria,PA,15714
-76.5844,40.3133,Sheetz,811 E Main St, Palmyra,PA,17078
-78.64608,40.6336,Sheetz,307-317  Magee Ave, Patton,PA,16668
-78.2289,40.9031,Sheetz,808 N Front St, Philipsburg,PA,16866
-79.9425,40.3203,Sheetz,1000 Clairton Blvd, Pittsburgh,PA,15236
-79.7114,40.455,Sheetz,2003 Golden Mile Hwy, Pittsburgh,PA,15239
-80.0702481,40.5313304,Sheetz,211 Mt Nebo Road, Pittsburgh,PA,15237
-79.9711,40.3361,Sheetz,251 Curry Hollow Rd, Pittsburgh,PA,15236
-79.83123,40.53928,Sheetz,2871 Freeport Road, Pittsburgh,PA,15238
-80.01,40.515,Sheetz,3025 Babcock Blvd, Pittsburgh,PA,15237
-79.8111,40.4306,Sheetz,3457 William Penn Highway, Pittsburgh,PA,15235
-80.1575,40.4481,Sheetz,5410 Campbells Run Rd, Pittsburgh,PA,15205
-80.0394,40.5614,Sheetz,8607 Perry Hwy, Pittsburgh,PA,15237
-75.84,41.25,Sheetz,1233 Highway 315 Blvd, Plains Township,PA,18702
-78.6711,40.3933,Sheetz,101 N Main St, Port Allegany,PA,16743
-77.5678,40.63,Sheetz,101 Main St, Portage,PA,15946
-76.2347,40.6725,Sheetz,900 Gordon Nagle Trl, Pottsville,PA,17901
-78.9633,40.95,Sheetz,100 Elk Run Ave, Punxsutawney,PA,15767
-75.97855,40.30672,Sheetz,2246 Lancaster Pike, Reading,PA,19607
-75.9267,40.3869,Sheetz,501 E Bellevue Ave, Reading,PA,19605
-76.6294,39.9156,Sheetz,3200 Cape Horn Rd, Red Lion,PA,17356
-77.6072,40.6675,Sheetz,10 Sheetz Dr, Reedsville,PA,17084
-78.7303,41.4244,Sheetz,138 N Broad St, Ridgway,PA,15853
-80.2781,40.7044,Sheetz,499 Adams St, Rochester,PA,15074
-79.8173881,40.1864056,Sheetz,4692 Sr 51 S, Rostraver Twp,PA,15012
-79.7197,40.6997,Sheetz,717 S Pike Rd, Sarver,PA,16055
-76.1586,40.6411,Sheetz,270 Route 61 S, Schuylkill Haven,PA,17972
-75.6718826,41.4146228,Sheetz,500 Mount Pleasant Dr, Scranton,PA,18503
-75.6508,41.4636,Sheetz,610 Scranton Carbondale Hwy, Scranton,PA,18508
-76.8492,40.8214,Sheetz,766 North Susquehanna Trail, Selinsgrove,PA,17870
-80.1156,40.5533,Sheetz,1910 Mt Nebo Road, Sewickley,PA,15143
-80.10056,40.61242,Sheetz,2615 Nicholson Road, Sewickley,PA,15143
-77.5131,40.0547,Sheetz,359 E King St, Shippensburg,PA,17257
-77.5333863,40.0169383,Sheetz,8000 Olde Scotland Road, Shippensburg,PA,17257
-75.9639,40.5014,Sheetz,554 Shoemaker Ave, Shoemakersville,PA,19555
-78.7472,40.3297,Sheetz,101 Forest Hills Dr, Sidman,PA,15955
-76.0394,40.3269,Sheetz,4661 Penn Ave, Sinking Spring,PA,19608
-80.0542,41.0619,Sheetz,107 Franklin St, Slippery Rock,PA,16057
-79.0831,40.0075,Sheetz,118 S Rosina Ave, Somerset,PA,15501
-79.0767,40.0217,Sheetz,1189 N Center Ave, Somerset,PA,15501
-79.0703,40.0072,Sheetz,457 E Main St, Somerset,PA,15501
-78.5589,41.4278,Sheetz,117 S Michael St, St Mary's,PA,15857
-77.9225,40.8114,Sheetz,101 Valley Vista Dr, State College,PA,16803
-77.8314,40.7844,Sheetz,120 South Ridge Plaza, State College,PA,16801
-77.8595,40.7947,Sheetz,129 South Pugh Street, State College,PA,16801
-77.9011,40.8089,Sheetz,1781 N Atherton St, State College,PA,16803
-77.9023298,40.8147224,Sheetz,223 Colonnade Blvd, State College,PA,16803
-77.8017,40.8361,Sheetz,765 Benner Pike, State College,PA,16801
-76.0656,40.9897,Sheetz,551 St Route 93, Sugarloaf,PA,18249
-79.6797,41.6269,Sheetz,331 West Central Ave, Titusville,PA,16354
-76.4147,41.7708,Sheetz,1200 Golden Mile Road, Towanda,PA,18848
-80.4133,41.3294,Sheetz,270 Edgewood Drive Ext, Transfer,PA,16154
-75.934322,41.306894,Sheetz,1240  S Memorial Hwy, Trucksville,PA,18708
-78.2369,40.6758,Sheetz,1400 Logan Ave, Tyrone,PA,16686
-79.73,39.92,Sheetz,570 Pittsburgh Road, Uniontown,PA,15401
-79.72548,39.92178,Sheetz,570 Pittsburgh Rd, Uniontown,PA,15401
-79.8167,40.5267,Sheetz,2175 Hulton Road, Verona,PA,15147
-77.5269,39.7383,Sheetz,13030 Washington Township Blvd, Waynesboro,PA,17268
-80.1614,39.8967,Sheetz,111 E Roy Furman Highway, Waynesburg,PA,15370
-80.13449,39.89778,Sheetz,398 E Roy Furman Highway, Waynesburg,PA,15370
-80.0597,40.6342,Sheetz,12000 Perry Hwy, Wexford,PA,15090
-75.5164,40.6733,Sheetz,5001 Macarthur Rd, Whitehall,PA,18052
-75.8664,41.2342,Sheetz,464 Wilkes Barre Township Blvd, Wilkes Barre,PA,18702
-77.0194,41.2331,Sheetz,105 Maynard St, Williamsport,PA,17701
-76.9583,41.2478,Sheetz,330 Westminster Dr, Williamsport,PA,17701
-78.8311,40.235,Sheetz,1500 Graham Ave, Windber,PA,15963
-76.7775,39.9669,Sheetz,1484 Carlisle Rd, York,PA,17408
-76.701149,39.910084,Sheetz,160 Leaders Heights Road, York,PA,17402
-76.6931,39.9367,Sheetz,2068 S Queen St, York,PA,17403
-76.7267,39.9836,Sheetz,215 Arsenal Road, York,PA,17402
-76.6358,39.9919,Sheetz,3998 E Market St, York,PA,17402
-76.8083,39.9328,Sheetz,4025 W Market St, York,PA,17408
-76.6814,39.9789,Sheetz,405 Memory Ln, York,PA,17402
-79.5761,40.2428,Sheetz,301 N 3rd St, Youngwood,PA,15697
-77.4406,37.6914,Sheetz,10036 Sliding Hill Rd, Ashland,VA,23005
-77.4717,37.7458,Sheetz,12341 Washington Hwy, Ashland,VA,23005
-77.8,38.62,Sheetz,10101 James Madison Hwy, Bealeton,VA,22712
-78.0842,39.0839,Sheetz,12582 Lord Fairfax Hwy, Boyce,VA,22620
-82.1493,36.628512,Sheetz,2415 Lee Highway, Bristol,VA,24202
-77.54412,38.73379,Sheetz,11627 Nokesville Road, Bristow,VA,20136
-77.4961,38.9197,Sheetz,25224 Poland Rd, Chantilly,VA,20152
-78.50058,38.03524,Sheetz,1517 University Ave, Charlottesville,VA,22903
-77.3561,37.3478,Sheetz,231 E Hundred Rd, Chester,VA,23836
-80.4181,37.1569,Sheetz,2000 N Franklin St, Christiansburg,VA,24073
-77.395,37.2597,Sheetz,2711 Conduit Rd, Colonial Heights,VA,23834
-79.4275,36.5831,Sheetz,3425 Riverside Dr, Danville,VA,24541
-80.5864,37.1469,Sheetz,7335 Lee Hwy, Fairlawn,VA,24141
-78.4022,37.2719,Sheetz,2016 S Main St, Farmville,VA,23901
-78.9908,38.0806,Sheetz,726 Tinkling Spring Road, Fisherville,VA,22939
-79.3081,37.3053,Sheetz,12259 E Lynchburg Salem Tpke, Forest,VA,24551
-79.3014,37.3708,Sheetz,14449 Forest Rd, Forest,VA,24551
-77.4369,38.2864,Sheetz,10 Washington Square Plz, Fredericksburg,VA,22405
-77.5136,38.31,Sheetz,2001 Carl D Silver Pkwy, Fredericksburg,VA,22401
-77.4839,38.2711,Sheetz,2807 Lafayette Blvd, Fredericksburg,VA,22408
-77.51,38.19,Sheetz,8533 Jefferson Davis Highway, Fredericksburg,VA,22407
-77.49,38.22,Sheetz,9825 Hospital Boulevard, Fredericksburg,VA,22408
-80.8869705,36.686771,Sheetz,1084 E Stuart Drive, Galax,VA,24333
-78.8892,38.4253,Sheetz,1825 S Main St, Harrisonburg,VA,22801
-78.8558,38.4292,Sheetz,533 University Blvd, Harrisonburg,VA,22801
-78.8531,38.4464,Sheetz,798 E Market St, Harrisonburg,VA,22801
-77.6428,38.815,Sheetz,15315 Washington St, Haymarket,VA,20169
-77.1494,38.2392,Sheetz,11449 Kings Hwy, King George,VA,22485
-77.0483,38.3528,Sheetz,17188 Owens Dr, King George,VA,22485
-77.203803,38.275705,Sheetz,8206 Kings Highway, King George,VA,22485
-77.5392,39.1131,Sheetz,915 Edwards Ferry Rd Ne, Leesburg,VA,20176
-79.435,37.7789,Sheetz,600 East Nelson St, Lexington,VA,24450
-77.7289,38.3261,Sheetz,5504 Germanna Hwy, Locust Grove,VA,22508
-77.99982,38.02183,Sheetz,216 East Main Street, Louisa,VA,23093
-79.1908,37.3253,Sheetz,14480 Wards Rd, Lynchburg,VA,24501
-79.2289,37.3961,Sheetz,2630 Lakeside Dr, Lynchburg,VA,24501
-79.1853,37.3492,Sheetz,3927 Wards Rd, Lynchburg,VA,24502
-78.2858,38.3467,Sheetz,2902 S Seminole Trl, Madison,VA,22727
-79.1178,37.4661,Sheetz,4089 S Amherst Hwy, Madison Heights,VA,24572
-77.56465,38.78408,Sheetz,13039 Ballsford Road, Manassas,VA,20109
-77.5197,38.7833,Sheetz,11774 Sudley Manor Drive, Manassas,VA,20109
-77.4533,38.7703,Sheetz,8504 Centreville Rd, Manassas Park,VA,20111
-78.6325,38.7608,Sheetz,227 Conicville Blvd, Mt Jackson,VA,22842
-78.1144,38.2525,Sheetz,332 Madison Rd, Orange,VA,22960
-77.365567,37.191325,Sheetz,151 Wagner Road, Petersburg,VA,23805
-77.8231,37.5228,Sheetz,2600 Anderson Hwy, Powhatan,VA,23139
-77.9406,37.5556,Sheetz,4201 Anderson Highway, Powhatan,VA,23139
-77.5469,37.4964,Sheetz,20 S Providence Rd, Richmond,VA,23236
-77.6128,37.5211,Sheetz,2053 Huguenot Rd, Richmond,VA,23235
-77.52,37.6103,Sheetz,7035 W Broad St, Richmond,VA,23294
-77.5686,37.4478,Sheetz,9401 Amberdale Dr, Richmond,VA,23236
-79.8631,36.6003,Sheetz,6758 Greensboro Rd, Ridgeway,VA,24148
-79.9333,37.2828,Sheetz,1212 Williamson Rd Ne, Roanoke,VA,24012
-80.0039,37.3156,Sheetz,2703 Peters Creek Rd Nw, Roanoke,VA,24019
-77.47351,38.47821,Sheetz,1175 Garrisonville Road, Stafford,VA,22556
-79.8694,37.0125,Sheetz,265 Old Franklin Tpke, Rocky Mount,VA,24151
-78.3853,38.2078,Sheetz,7020 Seminole Trl, Ruckersville,VA,22968
-80.0794,37.2892,Sheetz,1340 W Main St, Salem,VA,24153
-80.0369,37.2717,Sheetz,1435 Apperson Dr, Salem,VA,24153
-78.9,36.6869,Sheetz,1007 Philpott Rd, South Boston,VA,24592
-77.47351,38.47821,Sheetz,1175 Garrisonville Road, Stafford,VA,22556
-79.0431,38.1333,Sheetz,1250 Richmond Ave, Staunton,VA,24402
-78.2167,39.0819,Sheetz,747 Fairfax St, Stephens City,VA,22655
-77.520046,38.946049,Sheetz,42855 Yardley Ridge Drive, Sterling,VA,20166
-77.42669,38.97798,Sheetz,45550 Dulles Plaza, Sterling,VA,20166
-79.0261,38.0378,Sheetz,2870 Stuarts Draft Highway, Stuarts Draft,VA,24477
-76.8661,37.9033,Sheetz,1804 Tappahannock Blvd, Tappahannock,VA,22560
-77.7914,38.7281,Sheetz,600 Blackwell Rd, Warrenton,VA,20186
-78.9158,38.0764,Sheetz,2156 W Main St, Waynesboro,VA,22980
-78.1794,39.2094,Sheetz,1503 N Frederick Pike, Winchester,VA,22603
-78.1406,39.2156,Sheetz,1574 Martinsburg Pike, Winchester,VA,22602
-78.1256,39.1869,Sheetz,1683 Berryville Pike, Winchester,VA,22602
-78.1856,39.1603,Sheetz,2311 Valley Ave, Winchester,VA,22601
-78.1631,39.1672,Sheetz,601 Millwood Ave, Winchester,VA,22601
-77.289982,38.656779,Sheetz,2500 Caton Hill Road, Woodbridge,VA,22192
-77.3328,38.6664,Sheetz,4021 Prince William Pkwy, Woodbridge,VA,22193
-77.3688464,38.6595643,Sheetz,5350 Dale Blvd, Woodbridge,VA,22193
-78.5189,38.8669,Sheetz,111 W Reservoir Rd, Woodstock,VA,22664
-81.0958,36.9592,Sheetz,1340 N 4th St, Wytheville,VA,24382
-78.21,37.98,Sheetz,135 Market Street, Zion Crossroads,VA,22942
-82.2965088,38.4083214,Sheetz,31 Tanyard Station Dr, Barboursville,WV,25504
-82.2606,38.4164,Sheetz,4 Mall Rd, Barboursville,WV,25504
-81.1267,37.7456,Sheetz,810 Ritter Highway, Beaver,WV,25813
-81.18,37.8,Sheetz,1408 North Eisenhower Drive, Beckley,WV,25801
-81.1947,37.7758,Sheetz,2881 Robert C Byrd Drive, Beckley,WV,25801
-79.9342,39.0283,Sheetz,221 N Crim Ave, Belington,WV,26250
-78.2423857,39.5984268,Sheetz,2151 Valley Rd, Berkeley Springs,WV,25411
-80.2775,39.3,Sheetz,1220 Johnson Ave, Bridgeport,WV,26330
-80.2361,39.3317,Sheetz,20 Oakmont Lane, Bridgeport,WV,26330
-80.2331,38.9989,Sheetz,341 North Locust Street, Buckhannon,WV,26201
-77.8153,39.3028,Sheetz,1130 Marlow Road, Charles Town,WV,25414
-77.8442,39.2956,Sheetz,51 Flowing Springs Rd, Charles Town,WV,25414
-81.799309,38.412558,Sheetz,104 Lakeview Drive, Charleston,WV,25313
-80.3692,39.2736,Sheetz,101 Stoneybrook Rd, Clarksburg,WV,26301
-79.845,38.885,Sheetz,1601 Beverly Pike, Elkins,WV,26241
-80.15291,39.47234,Sheetz,1000 Fairmont Ave, Fairmont,WV,26554
-81.1233,38.0317,Sheetz,27 Whitewater Ave, Fayetteville,WV,25840
-80.5981,40.3383,Sheetz,1525 Main St, Follansbee,WV,26037
-82.4178,38.4236,Sheetz,2251 5th Ave, Huntington,WV,25703
-82.4867,38.4094,Sheetz,432 18th St W, Huntington,WV,25704
-82.44514,38.41794,Sheetz,740 Sixth Ave, Huntington,WV,25701
-82.0153,38.4358,Sheetz,104 St Rt 19, Hurricane,WV,25526
-81.9469,38.4481,Sheetz,3805 Teays Valley Road, Hurricane,WV,25526
-78.0392,39.3581,Sheetz,7899 Winchester Ave, Inwood,WV,25428
-77.9117,39.4019,Sheetz,3728 Charles Town Rd, Kearneysville,WV,25430
-79.0011,39.4108,Sheetz,1280 New Creek Highway, Keyser,WV,26726
-77.9572,39.4847,Sheetz,1465 Edwin Miller Blvd, Martinsburg,WV,25404
-77.9856,39.4425,Sheetz,14686 Apple Harvest Drive, Martinsburg,WV,25401
-77.9878,39.4633,Sheetz,1617 W King St, Martinsburg,WV,25401
-78.0039,39.3969,Sheetz,4430 Winchester Ave, Martinsburg,WV,25405
-77.9069,39.5444,Sheetz,5715 Hammonds Mill Rd, Martinsburg,WV,25404
-82.1233,38.4353,Sheetz,1304 Johns Creek Rd, Milton,WV,25541
-78.9669,39.0719,Sheetz,268 Genny Loop, Moorefield,WV,26836
-80.0006,39.6589,Sheetz,1 Chaplin Rd, Morgantown,WV,26501
-79.9594,39.6283,Sheetz,1012 University Ave, Morgantown,WV,26505
-79.9231,39.62,Sheetz,1901 Earl L Core Rd, Morgantown,WV,26505
-79.9225388,39.6581001,Sheetz,21 Austurias Lane, Morgantown,WV,26508
-79.956,39.64,Sheetz,2151 University Ave, Morgantown,WV,26505
-79.9547,39.6575,Sheetz,900 Chestnut Ridge Rd, Morgantown,WV,26505
-81.1964,37.8503,Sheetz,5481 Robert C Byrd Drive, Mt Hope,WV,25880
-81.54436,39.26317,Sheetz,1102 7Th Street, Parkersburg,WV,26101
-81.5642067,39.2665127,Sheetz,306 Ann Street, Parkersburg,WV,26101
-79.1283,39,Sheetz,299 Bryan St, Petersburg,WV,26847
-80.0414,39.1531,Sheetz,125 N Main St, Philippi,WV,26416
-81.8139,38.4761,Sheetz,1457 Charleston Road, Poca,WV,25159
-81.1069,37.3592,Sheetz,151 Courthouse Rd, Princeton,WV,24740
-81.0581,37.3631,Sheetz,751 Oakvale Road, Princeton,WV,24740
-81.7261,38.82,Sheetz,701 West Main Street, Ripley,WV,25271
-78.7553,39.3408,Sheetz,136 E Main St, Romney,WV,26757
-81.905,38.4489,Sheetz,4344a Teays Valley Road, Scott Depot,WV,25560
-77.8133,39.4331,Sheetz,8332 Martinsburg Pike, Shepherdstown,WV,25443
-81.7242,38.3561,Sheetz,4401 Maccorkle Ave Sw, South Charleston,WV,25309
-79.9875,39.6558,Sheetz,3522 Monongahela Boulevard, Star City,WV,26505
-80.8339,38.3025,Sheetz,1300 Wal Street, Summerville,WV,26651
-80.5980182,40.0464788,Sheetz,25 Gantzer Ridge Road, Triadelphia,WV,26059
-80.5964,40.0606,Sheetz,6 Cabela Dr, Triadelphia,WV,26059
-80.5478,40.4069,Sheetz,239 Three Springs Drive, Weirton,WV,26062
-80.4167,39.0192,Sheetz,39 Berlin Rd, Weston,WV,26452
-80.6931,40.0775,Sheetz,887 National Rd, Wheeling,WV,26003
